Time,Toe,Heel,SAVZ,SAVY,SAVX,SANZ,SANY,SANX,SACZ,SACY,SACX,AAVZ,AAVY,AAVX,AANZ,AANY,AANX,AACZ,AACY,AACX
21299,0,12,-0.18557692,6.58701923,-6.49951923,-22.90961538,-1.46105769,-0.29230769,-0.56507692,0.10276923,-0.09423077,-3.09471154,-0.13076923,-1.13173077,-31.25817308,0.18365385,0.17307692,-0.68084615,0.08338462,-0.00761538
21322,0,9,0.06442308,8.08701923,-4.56201923,-22.72211538,-1.64855769,-0.41730769,-0.54507692,0.13276923,-0.04423077,-3.53221154,-0.00576923,-1.31923077,-31.25817308,0.18365385,0.17307692,-0.68084615,0.09338462,0.00238462
21345,0,14,-0.12307692,8.64951923,-0.99951923,-22.72211538,-1.83605769,-0.41730769,-0.47507692,0.14276923,-0.07423077,-4.03221154,0.55673077,-0.88173077,-31.25817308,0.18365385,0.23557692,-0.66084615,0.01338462,-0.03761538
21367,0,13,0.06442308,9.46201923,1.81298077,-22.72211538,-1.96105769,-0.54230769,-0.33507692,-0.03723077,-0.08423077,-4.34471154,0.43173077,-0.75673077,-31.19567308,0.18365385,0.29807692,-0.63084615,0.02338462,0.00238462
21389,0,15,0.81442308,11.08701923,1.18798077,-22.78461538,-2.27355769,-0.60480769,-0.26507692,-0.39723077,-0.06423077,-4.09471154,0.93173077,-0.44423077,-31.19567308,0.18365385,0.29807692,-0.67084615,0.00338462,0.01238462
21412,0,15,0.50192308,12.33701923,-6.99951923,-22.65961538,-2.52355769,-0.66730769,-0.45507692,-0.54723077,-0.14423077,-2.65721154,1.49423077,-0.06923077,-31.19567308,0.12115385,0.29807692,-0.62084615,-0.03661538,-0.05761538
21435,0,17,-0.06057692,12.33701923,-14.74951923,-22.40961538,-2.77355769,-0.66730769,-0.41507692,-0.09723077,0.05576923,-1.78221154,1.93173077,0.30576923,-31.19567308,0.05865385,0.29807692,-0.61084615,0.04338462,0.00238462
21457,0,19,-0.06057692,12.33701923,-16.68701923,-22.09711538,-3.02355769,-0.72980769,-0.78507692,0.55276923,0.00576923,-3.03221154,2.80673077,-0.38173077,-31.19567308,0.05865385,0.29807692,-0.61084615,0.05338462,0.03238462
21480,1,16,-0.62307692,4.14951923,-10.74951923,-21.78461538,-3.33605769,-0.72980769,-0.82507692,0.68276923,0.05576923,-4.03221154,2.93173077,-0.38173077,-31.1956731,-0.0038461539,0.360576923,-0.68084615,-0.01661538,0.00238462
21500,0,15,-3.18557692,11.83701923,-3.81201923,-21.65961538,-3.58605769,-0.72980769,-0.94507692,0.49276923,-0.06423077,-3.84471154,2.24423077,-0.38173077,-31.19567308,-0.06634615,0.42307692,-0.68084615,0.04338462,-0.01761538
21522,0,19,-3.81057692,11.64951923,-2.99951923,-21.59711538,-3.83605769,-0.66730769,-0.88507692,0.29276923,-0.06423077,-3.71971154,1.49423077,-1.06923077,-31.13317308,-0.06634615,0.42307692,-0.72084615,-0.08661538,-0.08761538
21545,0,20,-5.62307692,11.83701923,-2.81201923,-21.53461538,-4.08605769,-0.72980769,-0.71507692,0.36276923,-0.06423077,-3.71971154,0.80673077,-1.50673077,-31.13317308,-0.06634615,0.48557692,-0.70084615,0.00338462,-0.01761538
21566,0,24,-6.43557692,11.71201923,-1.06201923,-21.53461538,-4.33605769,-0.66730769,-0.58507692,-0.09723077,-0.07423077,-2.78221154,-0.50576923,-1.44423077,-31.07067308,-0.06634615,0.48557692,-0.71084615,0.02338462,-0.01761538
21587,0,31,-6.74807692,11.89951923,-1.81201923,-21.53461538,-4.58605769,-0.60480769,-0.77507692,-0.31723077,-0.10423077,-2.90721154,-1.63076923,-1.38173077,-31.07067308,-0.06634615,0.48557692,-0.68084615,0.00338462,0.01238462
21611,1,31,-5.31057692,12.46201923,-2.81201923,-21.40961538,-4.96105769,-0.47980769,-0.92507692,-0.28723077,0.06576923,-2.59471154,-2.19326923,-0.94423077,-31.0706731,-0.0038461539,0.485576923,-0.67084615,0.03338462,0.06238462
21634,1,33,-3.37307692,12.33701923,-0.49951923,-21.40961538,-5.21105769,-0.47980769,-1.09507692,-0.25723077,0.34576923,-4.53221154,-1.13076923,-1.19423077,-31.07067308,0.05865385,0.54807692,-0.66084615,0.02338462,0.04238462
21658,0,37,-0.62307692,9.33701923,1.25048077,-21.47211538,-5.46105769,-0.47980769,-1.47507692,0.02276923,0.31576923,-6.59471154,0.86923077,-1.13173077,-31.00817308,0.05865385,0.67307692,-0.58084615,-0.01661538,0.06238462
21683,0,35,1.12692308,5.21201923,7.93798077,-21.59711538,-5.58605769,-0.60480769,-1.44507692,0.28276923,0.22576923,-6.40721154,1.36923077,-0.81923077,-31.0081731,-0.0038461539,0.735576923,-0.74084615,-0.03661538,-0.00761538
21707,1,31,1.75192308,2.46201923,9.31298077,-21.72211538,-5.64855769,-0.72980769,-0.65507692,0.04276923,0.13576923,-5.84471154,0.93173077,-0.94423077,-31.0081731,-0.0038461539,0.860576923,-0.64084615,0.12338462,0.05238462
21728,3,19,1.75192308,1.77451923,10.06298077,-21.90961538,-5.71105769,-0.79230769,-0.63507692,-0.11723077,0.06576923,-6.28221154,1.18173077,-1.25673077,-31.0081731,-0.0038461539,0.923076923,-0.68084615,0.07338462,-0.00761538
21748,0,25,1.56442308,0.77451923,8.87548077,-22.15961538,-5.71105769,-0.97980769,-0.69507692,0.08276923,0.03576923,-6.53221154,1.24423077,-1.25673077,-31.0081731,-0.0038461539,1.04807692,-0.72084615,0.10338462,0.01238462
21772,0,24,1.62692308,0.08701923,6.81298077,-22.28461538,-5.71105769,-1.04230769,-0.76507692,0.27276923,-0.02423077,-6.40721154,0.55673077,-1.63173077,-31.0081731,-0.0038461539,1.11057692,-0.70084615,0.04338462,-0.01761538
21796,1,25,1.12692308,0.33701923,11.06298077,-22.47211538,-5.71105769,-1.16730769,-0.69507692,0.21276923,0.16576923,-7.15721154,-0.31826923,-1.56923077,-31.0081731,-0.0038461539,1.29807692,-0.67084615,0.15338462,0.05238462
21816,0,24,1.87692308,0.08701923,15.56298077,-22.72211538,-5.71105769,-1.29230769,-0.71507692,-0.03723077,0.14576923,-8.21971154,0.18173077,-1.81923077,-30.9456731,-0.0038461539,1.36057692,-0.68084615,0.01338462,0.02238462
21837,0,25,2.81442308,-0.47548077,17.68798077,-23.09711538,-5.71105769,-1.47980769,-0.74507692,-0.43723077,-0.00423077,-8.03221154,0.30673077,-1.75673077,-30.94567308,0.05865385,1.48557692,-0.69084615,-0.01661538,0.00238462
21858,3,22,3.68942308,-0.66298077,14.81298077,-23.47211538,-5.71105769,-1.66730769,-0.69507692,-0.42723077,0.14576923,-7.34471154,0.18173077,-1.38173077,-30.94567308,0.05865385,1.61057692,-0.68084615,-0.06661538,0.00238462
21880,1,17,5.37692308,-1.35048077,12.00048077,-23.72211538,-5.64855769,-1.85480769,-0.80507692,-0.32723077,0.13576923,-6.34471154,0.43173077,-0.75673077,-30.94567308,0.05865385,1.67307692,-0.68084615,0.04338462,0.06238462
21902,0,19,6.87692308,-2.10048077,10.43798077,-23.90961538,-5.64855769,-2.04230769,-0.82507692,-0.26723077,-0.07423077,-5.78221154,-0.0057692308,-0.569230769,-30.94567308,0.05865385,1.79807692,-0.68084615,0.08338462,0.06238462
21924,0,16,7.75192308,-1.28798077,11.50048077,-24.09711538,-5.64855769,-2.22980769,-0.73507692,-0.28723077,0.37576923,-5.03221154,-0.56826923,0.11826923,-30.94567308,0.05865385,1.79807692,-0.72084615,0.00338462,0.00238462
21946,1,16,9.06442308,-2.53798077,13.62548077,-24.34711538,-5.64855769,-2.47980769,-0.55507692,-0.30723077,0.14576923,-4.34471154,-1.13076923,0.61826923,-31.00817308,0.05865385,1.86057692,-0.69084615,0.04338462,0.03238462
21969,1,16,9.81442308,-1.78798077,13.68798077,335.27788462,-5.58605769,-2.85480769,-0.31507692,-0.18723077,-0.12423077,-3.28221154,-2.00576923,0.24326923,-31.00817308,0.12115385,1.86057692,-0.68084615,0.10338462,0.04238462
21991,1,18,11.62692308,-1.16298077,10.50048077,335.09038462,-5.52355769,-3.16730769,-0.60507692,-0.24723077,-0.04423077,-2.84471154,-3.13076923,0.18076923,-31.00817308,0.18365385,1.86057692,-0.70084615,0.09338462,0.02238462
22015,0,13,12.75192308,-1.28798077,9.31298077,334.96538462,-5.52355769,-3.47980769,-0.69507692,-0.19723077,-0.11423077,-2.40721154,-3.19326923,0.49326923,-31.07067308,0.24615385,1.86057692,-0.68084615,-0.13661538,-0.04761538
22037,2,13,13.12692308,-0.97548077,10.75048077,334.65288462,-5.46105769,-3.97980769,-0.62507692,-0.11723077,-0.18423077,-1.03221154,-3.50576923,1.05576923,-31.07067308,0.30865385,1.79807692,-0.71084615,0.05338462,0.00238462
22059,4,11,14.25192308,-0.16298077,11.75048077,334.46538462,-5.46105769,-4.29230769,-0.19507692,-0.43723077,-0.00423077,-0.78221154,-3.63076923,0.86826923,-31.13317308,0.37115385,1.73557692,-0.66084615,0.13338462,0.04238462
22084,1,11,15.62692308,0.77451923,9.68798077,334.27788462,-5.46105769,-4.66730769,-0.25507692,-0.43723077,-0.03423077,-0.78221154,-3.06826923,0.80576923,-31.13317308,0.43365385,1.67307692,-0.67084615,0.11338462,0.05238462
22106,1,11,16.87692308,1.58701923,5.31298077,334.21538462,-5.46105769,-5.10480769,-0.87507692,0.25276923,-0.06423077,-0.90721154,-2.63076923,0.30576923,-31.13317308,0.43365385,1.61057692,-0.72084615,-0.02661538,-0.05761538
22127,3,11,17.43942308,0.33701923,2.87548077,-1713.84711538,-5.46105769,-5.47980769,-0.72507692,0.21276923,-0.10423077,-1.28221154,-2.81826923,-0.13173077,-31.13317308,0.49615385,1.54807692,-0.68084615,-0.00661538,0.00238462
22149,0,7,16.75192308,1.02451923,6.56298077,334.02788462,-5.52355769,-6.04230769,-0.59507692,-0.05723077,0.15576923,-1.03221154,-2.13076923,-0.75673077,-31.13317308,0.55865385,1.54807692,-0.65084615,0.05338462,0.05238462
22170,3,9,17.43942308,-0.22548077,5.43798077,333.96538462,-5.52355769,-6.47980769,-0.57507692,-0.22723077,0.22576923,-1.65721154,-1.31826923,-0.94423077,-31.13317308,0.62115385,1.48557692,-0.67084615,0.04338462,0.00238462
22189,3,4,18.00192308,-0.28798077,2.93798077,333.90288462,-5.52355769,-6.85480769,-0.65507692,-0.32723077,0.28576923,-2.46971154,-0.63076923,-1.06923077,-31.07067308,0.62115385,1.48557692,-0.64084615,-0.04661538,-0.01761538
22213,3,3,20.37692308,-1.47548077,1.81298077,333.90288462,-5.46105769,-7.29230769,-1.07507692,-0.93723077,0.26576923,-2.65721154,0.24423077,-0.75673077,-31.07067308,0.62115385,1.48557692,-0.63084615,-0.16661538,0.00238462
22236,3,1,23.50192308,-1.35048077,2.18798077,333.90288462,-5.46105769,-7.79230769,-1.07507692,-1.03723077,0.58576923,-2.09471154,0.24423077,1.30576923,-31.07067308,0.62115385,1.48557692,-0.68084615,-0.09661538,-0.01761538
22258,3,1,26.81442308,-1.85048077,3.31298077,333.90288462,-5.39855769,-8.66730769,-0.91507692,-0.57723077,0.16576923,-2.46971154,0.30673077,1.99326923,-31.13317308,0.62115385,1.48557692,-0.36084615,0.05338462,0.23238462
22278,0,0,30.62692308,-2.72548077,3.50048077,333.84038462,-5.27355769,-9.29230769,-0.58507692,0.42276923,0.73576923,-4.84471154,5.80673077,6.55576923,-31.25817308,0.49615385,1.48557692,-0.53084615,0.39338462,0.19238462
22298,4,0,29.43942308,-3.85048077,10.37548077,333.71538462,-5.21105769,-9.97980769,-0.10507692,0.98276923,1.34576923,-8.84471154,15.24423077,8.49326923,-31.38317308,0.18365385,1.54807692,-0.32084615,0.20338462,0.26238462
22319,1,0,28.00192308,-3.53798077,17.81298077,333.34038462,-5.08605769,-10.60480769,-0.18507692,0.17276923,1.96576923,-12.90721154,33.11923077,9.74326923,-31.50817308,-0.37884615,1.73557692,-0.12084615,0.22338462,0.43238462
22339,0,0,26.12692308,-5.47548077,25.00048077,332.90288462,-4.83605769,-11.16730769,0.05492308,-0.59723077,2.74576923,-16.03221154,59.74423077,10.93076923,-1719.57067,-1.37884615,2.11057692,0.00915385,-0.22661538,0.53238462
22358,5,0,26.37692308,-10.10048077,24.06298077,332.52788462,-4.52355769,-11.79230769,-0.44507692,-0.06723077,2.95576923,-17.84471154,88.74423077,17.05576923,328.42932692,-2.94134615,2.61057692,0.18915385,-0.52661538,0.62238462
22379,3,0,24.56442308,-13.66298077,29.43798077,332.02788462,-4.21105769,-12.41730769,-0.56507692,-0.07723077,3.34576923,-27.09471154,117.05673077,28.18076923,328.24182692,-5.06634615,3.29807692,0.68915385,-0.62661538,0.94238462
22399,2,0,21.81442308,-15.03798077,35.93798077,331.40288462,-3.77355769,-12.91730769,-0.05507692,-1.40723077,3.12576923,-35.78221154,152.55673077,45.18076923,327.86682692,-7.87884615,4.29807692,0.35915385,-0.74661538,0.78238462
22419,0,0,19.37692308,-13.03798077,31.25048077,330.84038462,-3.33605769,-13.41730769,0.90492308,-1.96723077,2.76576923,-33.09471154,176.55673077,60.18076923,327.24182692,-11.31634615,5.29807692,-0.43084615,-0.65661538,0.02238462
22439,3,0,23.00192308,-11.16298077,18.87548077,330.40288462,-3.02355769,-13.91730769,0.41492308,-3.93723077,3.09576923,-28.21971154,199.86923077,68.61826923,326.61682692,-15.25384615,6.36057692,0.33915385,-0.93661538,0.91238462
22462,0,0,25.25192308,-10.35048077,14.00048077,330.09038462,-2.71105769,-14.47980769,0.95492308,-5.24723077,1.79576923,-19.40721154,230.86923077,78.05576923,325.92932692,-19.75384615,7.61057692,-1.08084615,-2.24661538,1.51238462
22487,0,0,33.62692308,-5.72548077,-3.06201923,330.09038462,-2.58605769,-15.16730769,0.42492308,-5.34723077,1.43576923,7.09278846,245.36923077,84.80576923,325.30432692,-24.62884615,8.73557692,-6.91084615,-4.18661538,5.35238462
22508,0,0,42.18942308,4.14951923,-17.31201923,330.65288462,-2.77355769,-16.41730769,-1.34507692,-3.38723077,2.32576923,-21.40721154,225.74423077,49.43076923,324.80432692,-30.87884615,12.11057692,-6.71084615,-4.12661538,5.53238462
22529,0,0,56.81442308,15.58701923,-34.87451923,331.52788462,-3.39855769,-17.54230769,-1.71507692,-2.59723077,2.19576923,-16.03221154,159.24423077,55.68076923,324.24182692,-33.81634615,12.92307692,-6.03084615,-3.99661538,6.36238462
22549,0,0,67.18942308,14.46201923,-66.74951923,332.90288462,-4.08605769,-18.85480769,-2.62507692,-0.17723077,1.16576923,63.90528846,98.30673077,73.30576923,324.24182692,-35.94134615,11.29807692,-8.49084615,-2.13661538,8.32238462
22570,0,0,93.93942308,24.27451923,-82.12451923,334.46538462,-4.96105769,-20.47980769,-1.92507692,3.18276923,2.28576923,68.34278846,-29.88076923,41.80576923,324.30432692,-36.31634615,8.48557692,-4.27084615,-1.03661538,4.57238462
22593,0,0,100.62692308,32.08701923,-37.12451923,335.52788462,-5.89855769,-22.35480769,-1.24507692,3.74276923,1.69576923,65.40528846,-60.31826923,73.30576923,323.86682692,-36.00384615,3.98557692,-2.85084615,2.52338462,0.72238462
22615,0,0,91.50192308,40.89951923,43.81298077,335.02788462,-6.39855769,-24.35480769,-0.73507692,1.46276923,2.00576923,-16.21971154,-52.50576923,110.99326923,321.80432692,-35.81634615,-0.45192308,-2.82084615,0.35338462,-0.72761538
22639,0,0,83.06442308,52.39951923,108.56298077,332.15288462,-6.46105769,-27.35480769,-0.95507692,-1.25723077,2.75576923,-59.28221154,-30.75576923,135.93076923,316.92932692,-36.19134615,-6.38942308,-3.85084615,-5.33661538,2.90238462
22659,1,0,87.87692308,51.52451923,99.93798077,330.02788462,-6.39855769,-29.41730769,-1.24507692,-0.83723077,3.17576923,-51.78221154,-18.31826923,123.55576923,314.11682692,-36.37884615,-9.88942308,-3.45084615,-5.78661538,3.86238462
22679,0,0,97.18942308,46.21201923,75.93798077,328.34038462,-6.39855769,-31.54230769,-0.79507692,-1.18723077,2.64576923,-29.03221154,-24.63076923,94.49326923,312.17932692,-36.25384615,-12.95192308,-2.18084615,-3.57661538,-324.03761538
22701,0,0,103.81442308,47.52451923,50.18798077,327.15288462,-6.58605769,-33.79230769,-0.52507692,-0.67723077,2.08576923,0.15528846,-28.81826923,65.24326923,310.80432692,-35.87884615,-15.63942308,-1.03084615,-2.45661538,3.21238462
22720,0,0,97.68942308,50.52451923,34.18798077,326.27788462,-6.96105769,-35.97980769,-0.19507692,-0.55723077,1.47576923,-2.28221154,-27.63076923,61.49326923,309.61682692,-35.50384615,-17.88942308,0.89915385,-2.39661538,2.61238462
22743,0,0,85.37692308,56.02451923,27.25048077,325.52788462,-7.46105769,-37.91730769,0.10492308,-0.63723077,0.80576923,3.90528846,-26.44326923,59.86826923,308.49182692,-35.00384615,-20.20192308,2.83915385,-1.99661538,2.07238462
22764,0,0,69.62692308,52.71201923,27.00048077,324.84038462,-7.96105769,-39.54230769,0.27492308,-0.86723077,0.22576923,-7.09471154,-25.56826923,49.18076923,307.49182692,-34.56634615,-22.07692308,2.97915385,-3.07661538,3.50238462
22789,0,0,55.37692308,51.83701923,25.25048077,324.02788462,-8.39855769,-40.91730769,0.78492308,-2.16723077,-0.61423077,-12.96971154,-44.13076923,28.24326923,306.67932692,-33.81634615,-22.88942308,5.70915385,-1.45661538,0.64238462
22809,0,0,26.75192308,44.33701923,5.56298077,323.27788462,-9.14855769,-42.29230769,0.88492308,-2.60723077,-0.77423077,5.09278846,-51.19326923,12.49326923,306.42932692,-32.31634615,-23.57692308,6.65915385,-1.01661538,-0.83761538
22830,0,0,15.37692308,40.02451923,-0.62451923,323.09038462,-9.71105769,-42.60480769,0.72492308,-2.56723077,-1.30423077,-14.90721154,-48.06826923,-4.31923077,306.36682692,-31.44134615,-22.95192308,5.46915385,-1.62661538,0.68238462
22852,0,0,-16.87307692,27.89951923,-7.43701923,322.96538462,-10.27355769,-42.47980769,0.80492308,-1.99723077,-2.49423077,-32.84471154,-60.81826923,-29.19423077,306.55432692,-30.31634615,-21.63942308,5.87915385,-1.31661538,0.29238462
22871,0,0,-35.49807692,21.89951923,-7.12451923,322.90288462,-10.71105769,-41.97980769,0.70492308,-2.31723077,-2.31423077,-30.65721154,-78.25576923,-41.38173077,306.99182692,-28.87884615,-20.07692308,5.81915385,-0.71661538,-0.87761538
22893,0,0,-56.56057692,11.14951923,-5.81201923,322.77788462,-10.96105769,-41.04230769,0.65492308,-2.82723077,-2.83423077,-42.65721154,-87.50576923,-60.06923077,307.67932692,-27.12884615,-18.01442308,4.79915385,-0.82661538,-0.54761538
22912,0,0,-76.12307692,1.08701923,-11.99951923,322.77788462,-11.14855769,-39.72980769,0.51492308,-2.90723077,-2.77423077,-37.71971154,-102.31826923,-71.88173077,308.55432692,-25.12884615,-15.82692308,3.91915385,0.20338462,-0.60761538
22936,1,0,-91.18557692,-7.53798077,-28.74951923,323.09038462,-11.39855769,-37.97980769,0.51492308,-2.52723077,-2.68423077,-24.34471154,-114.38076923,-74.38173077,309.67932692,-22.75384615,-14.01442308,3.48915385,1.39338462,-2.28761538
22958,0,0,-104.43557692,-18.35048077,-36.37451923,323.90288462,-11.58605769,-34.72980769,0.26492308,-0.61723077,-3.40423077,-33.90721154,-114.44326923,-78.00673077,310.74182692,-20.37884615,-12.26442308,2.06915385,0.55338462,-1.42761538
22980,0,1,-114.74807692,-26.78798077,-40.87451923,324.59038462,-11.52355769,-32.29230769,0.08492308,-0.20723077,-3.45423077,-34.71971154,-122.94326923,-86.63173077,311.92932692,-17.75384615,-10.45192308,0.47915385,2.16338462,-2.03761538
23001,0,0,-123.24807692,-38.47548077,-31.31201923,325.15288462,-11.27355769,-29.79230769,-0.06507692,0.15276923,-3.51423077,-25.96971154,-132.25576923,-81.94423077,313.61682692,-13.50384615,-8.51442308,-0.30084615,2.62338462,-2.73761538
23022,1,0,-127.93557692,-41.66298077,-25.12451923,325.52788462,-10.83605769,-27.16730769,-0.27507692,1.22276923,-3.18423077,-32.03221154,-124.88076923,-66.44423077,314.42932692,-10.81634615,-7.45192308,-1.82084615,1.57338462,-2.74761538
23045,0,0,-125.12307692,-45.60048077,-16.24951923,325.84038462,-10.21105769,-24.60480769,-0.40507692,1.28276923,-3.00423077,-25.34471154,-111.56826923,-66.19423077,315.30432692,-8.31634615,-6.51442308,-2.72084615,1.29338462,-3.35761538
23068,0,0,-118.62307692,-46.60048077,-12.06201923,326.02788462,-9.52355769,-22.22980769,-0.56507692,1.27276923,-3.08423077,-21.21971154,-87.25576923,-70.75673077,316.30432692,-6.19134615,-5.63942308,-3.44084615,1.37338462,-4.42761538
23091,0,0,-102.43557692,-43.41298077,-25.43701923,326.52788462,-8.52355769,-18.91730769,-0.73507692,1.52276923,-2.97423077,-20.65721154,-60.44326923,-74.31923077,318.05432692,-3.87884615,-4.20192308,-4.48084615,1.53338462,-4.01761538
23111,0,0,-90.62307692,-44.16298077,-37.12451923,327.21538462,-7.96105769,-16.97980769,-0.96507692,2.08276923,-3.45423077,-25.28221154,-39.38076923,-75.88173077,319.30432692,-2.69134615,-3.07692308,-5.26084615,1.54338462,-2.62761538
23133,0,0,-76.93557692,-38.35048077,-40.12451923,327.96538462,-7.39855769,-15.35480769,-0.98507692,2.49276923,-3.57423077,-19.71971154,-26.44326923,-80.44423077,320.67932692,-1.62884615,-2.07692308,-4.72084615,1.03338462,-3.07761538
23154,0,0,-62.93557692,-33.03798077,-43.93701923,328.77788462,-6.96105769,-13.91730769,-0.80507692,2.13276923,-3.45423077,-7.34471154,-19.94326923,-77.50673077,322.11682692,-0.69134615,-1.26442308,-4.25084615,1.68338462,-3.29761538
23177,0,0,-51.93557692,-28.97548077,-46.49951923,329.65288462,-6.64855769,-12.79230769,-0.79507692,2.09276923,-3.26423077,-8.53221154,-12.44326923,-69.38173077,323.429327,0.0586538462,-0.576923077,-4.02084615,3.78338462,-4.07761538
23199,0,0,-37.06057692,-25.28798077,-43.81201923,331.02788462,-6.21105769,-11.41730769,-0.75507692,2.92276923,-2.76423077,-16.96971154,3.36923077,-49.06923077,324.429327,0.496153846,0.110576923,-4.33084615,3.44338462,-4.31761538
23221,0,0,-27.62307692,-21.66298077,-23.81201923,331.59038462,-5.89855769,-10.79230769,-0.93507692,3.04276923,-3.08423077,-13.46971154,16.93173077,-33.69423077,325.42932692,0.43365385,0.98557692,-4.38084615,1.68338462,-2.75761538
23245,1,0,-17.06057692,-13.85048077,-16.24951923,331.96538462,-5.64855769,-10.41730769,-0.66507692,1.84276923,-2.63423077,-9.34471154,15.30673077,-27.44423077,325.991827,0.308653846,1.42307692,-3.65084615,-0.47661538,-1.18761538
23267,0,0,-7.37307692,-9.47548077,-17.37451923,332.27788462,-5.52355769,-10.22980769,-0.68507692,0.80276923,-3.04423077,15.34278846,11.30673077,-22.69423077,326.554327,0.308653846,1.42307692,-1.55084615,1.66338462,-2.57761538
23290,1,1,-2.93557692,-2.16298077,-31.49951923,333.15288462,-5.58605769,-10.04230769,-0.07507692,0.52276923,-2.69423077,3.28028846,17.93173077,-20.75673077,327.054327,0.183653846,1.48557692,1.14915385,1.74338462,-3.56761538
23311,0,1,-9.62307692,-1.16298077,-35.31201923,333.84038462,-5.71105769,-9.85480769,-1.27507692,2.10276923,-1.87423077,36.90528846,57.49423077,29.24326923,327.17932692,-0.56634615,1.11057692,-16.95084615,14.10338462,-1.52761538
23335,0,0,-11.87307692,5.21201923,-41.18701923,334.46538462,-5.83605769,-9.60480769,-7.34507692,4.69276923,10.98576923,15.90528846,-28.25576923,19.61826923,326.74182692,-0.62884615,-1.26442308,-1.37084615,-19.21661538,11.79238462
23358,0,0,26.81442308,110.58701923,-14.24951923,334.71538462,-7.46105769,-10.54230769,4.42492308,-7.63723077,-8.80423077,39.84278846,49.49423077,23.99326923,326.36682692,-1.00384615,-2.13942308,-2.32084615,7.04338462,3.40238462
23381,0,3,29.75192308,-3.41298077,31.62548077,334.15288462,-7.21105769,-11.60480769,1.68492308,-3.43723077,-7.78423077,3.78028846,39.30673077,20.99326923,326.17932692,-2.00384615,-2.51442308,-0.83084615,-4.25661538,-1.03761538
23405,0,0,-2.49807692,18.46201923,-4.49951923,334.02788462,-7.21105769,-11.66730769,-1.50507692,4.38276923,0.39576923,2.09278846,18.36923077,7.61826923,325.86682692,-2.81634615,-2.45192308,-3.64084615,-1.81661538,-0.52761538
23426,1,1,25.06442308,31.96201923,-7.12451923,334.21538462,-7.89855769,-12.04230769,-0.23507692,2.66276923,1.08576923,1.34278846,-6.69326923,3.43076923,325.80432692,-2.81634615,-2.63942308,0.43915385,1.35338462,0.63238462
23448,0,7,26.68942308,34.77451923,4.68798077,334.02788462,-8.83605769,-12.91730769,0.99492308,-0.32723077,0.78576923,-11.21971154,1.30673077,4.24326923,325.74182692,-2.81634615,-2.57692308,0.11915385,0.88338462,0.38238462
23471,0,4,12.56442308,35.64951923,15.00048077,333.71538462,-9.39855769,-13.29230769,-1.50507692,0.08276923,1.10576923,-17.09471154,2.24423077,5.05576923,325.55432692,-2.87884615,-2.32692308,-0.79084615,-0.89661538,-0.04761538
23492,1,4,10.68942308,20.27451923,-11.87451923,333.84038462,-9.83605769,-13.54230769,-2.31507692,0.54276923,-0.84423077,-14.65721154,0.86923077,3.68076923,325.36682692,-2.94134615,-2.01442308,-0.51084615,-0.13661538,0.17238462
23516,0,7,5.68942308,29.02451923,-20.37451923,334.21538462,-10.39855769,-13.66730769,-1.28507692,2.58276923,1.17576923,-11.71971154,-1.31826923,1.18076923,325.24182692,-2.94134615,-1.88942308,-0.47084615,0.28338462,0.26238462
23539,1,7,-2.87307692,20.08701923,-7.93701923,334.40288462,-11.08605769,-13.66730769,-1.42507692,1.61276923,0.66576923,-14.21971154,-1.25576923,-1.25673077,325.24182692,-2.87884615,-1.63942308,-0.36084615,-0.28661538,0.19238462
23558,3,7,-9.06057692,9.46201923,1.31298077,334.40288462,-11.27355769,-13.54230769,-1.66507692,0.52276923,0.40576923,-11.15721154,-1.50576923,0.55576923,325.17932692,-2.87884615,-1.51442308,-0.59084615,-0.18661538,0.08238462
23582,1,11,-17.43557692,1.08701923,1.50048077,334.34038462,-11.27355769,-13.29230769,-1.42507692,0.51276923,-0.07423077,-9.09471154,-3.56826923,0.80576923,325.11682692,-2.81634615,-1.38942308,-0.43084615,-0.22661538,0.06238462
23603,1,12,-20.43557692,0.71201923,-7.43701923,334.40288462,-11.33605769,-12.97980769,-0.87507692,0.10276923,-0.05423077,-1.09471154,-4.25576923,0.80576923,325.05432692,-2.69134615,-1.38942308,-0.36084615,0.12338462,0.20238462
23624,6,13,-24.12307692,-0.60048077,-10.56201923,334.52788462,-11.39855769,-12.47980769,-1.02507692,0.51276923,0.45576923,-5.53221154,-1.88076923,-1.19423077,325.05432692,-2.62884615,-1.32692308,-0.50084615,-0.24661538,0.07238462
23646,4,15,-23.18557692,-5.97548077,-14.37451923,334.77788462,-11.33605769,-12.04230769,-1.46507692,0.83276923,-0.08423077,-5.03221154,-0.94326923,-1.25673077,325.11682692,-2.56634615,-1.26442308,-0.49084615,-0.03661538,0.16238462
23667,2,17,-26.93557692,-7.22548077,-12.31201923,334.96538462,-11.27355769,-11.54230769,-1.28507692,0.95276923,0.22576923,-6.09471154,-0.31826923,-1.75673077,325.11682692,-2.56634615,-1.20192308,-0.51084615,0.02338462,0.13238462
23692,0,16,-30.87307692,-11.22548077,-7.87451923,335.21538462,-11.02355769,-10.66730769,-1.34507692,0.86276923,0.39576923,-6.40721154,0.55673077,-2.44423077,325.11682692,-2.50384615,-1.13942308,-0.49084615,0.00338462,0.12238462
