Time,Toe,Heel,SAVZ,SAVY,SAVX,SANZ,SANY,SANX,SACZ,SACY,SACX,AAVZ,AAVY,AAVX,AANZ,AANY,AANX,AACZ,AACY,AACX
20864,2,17,-2.49807692,-0.03798077,-0.18701923,-23.47211538,-0.58605769,0.14519231,-0.63507692,0.05276923,0.01576923,-2.59471154,-0.06826923,-0.00673077,-31.5081731,-0.0038461539,-0.139423077,-0.68084615,0.00338462,0.00238462
20888,0,13,-2.37307692,-0.03798077,-0.31201923,-23.47211538,-0.58605769,0.14519231,-0.64507692,0.07276923,-0.00423077,-2.53221154,-0.06826923,-0.06923077,-31.5081731,-0.0038461539,-0.139423077,-0.65084615,0.06338462,0.03238462
20911,0,14,-2.37307692,0.02451923,-0.12451923,-23.47211538,-0.58605769,0.14519231,-0.66507692,0.05276923,0.00576923,-2.53221154,-0.00576923,-0.00673077,-31.5081731,-0.0038461539,-0.139423077,-0.68084615,-0.01661538,-0.00761538
20934,2,15,-2.37307692,-0.16298077,0.18798077,-23.47211538,-0.58605769,0.14519231,-0.66507692,0.10276923,-0.01423077,-2.46971154,0.24423077,0.11826923,-31.5081731,-0.0038461539,-0.139423077,-0.68084615,0.03338462,0.02238462
20960,3,14,-2.49807692,-0.16298077,0.31298077,-23.47211538,-0.58605769,0.14519231,-0.63507692,0.06276923,0.00576923,-2.40721154,0.05673077,0.05576923,-31.5081731,-0.0038461539,-0.139423077,-0.68084615,0.03338462,-0.00761538
20981,0,15,-2.56057692,-0.22548077,-0.18701923,-23.47211538,-0.58605769,0.14519231,-0.62507692,0.02276923,-0.00423077,-2.59471154,0.05673077,-0.00673077,-31.5081731,-0.0038461539,-0.139423077,-0.68084615,0.02338462,0.02238462
21005,0,14,-2.62307692,0.08701923,-0.62451923,-23.40961538,-0.58605769,0.14519231,-0.64507692,0.07276923,-0.01423077,-2.71971154,0.30673077,-0.19423077,-31.5081731,-0.0038461539,-0.139423077,-0.68084615,0.04338462,0.03238462
21030,0,13,-2.62307692,0.46201923,-0.37451923,-23.40961538,-0.58605769,0.14519231,-0.69507692,0.06276923,0.05576923,-2.84471154,0.36923077,-0.06923077,-31.5081731,-0.0038461539,-0.139423077,-0.68084615,0.11338462,0.04238462
21052,0,11,-2.56057692,0.21201923,-0.18701923,-23.40961538,-0.58605769,0.14519231,-0.65507692,0.12276923,0.04576923,-3.03221154,0.30673077,-0.25673077,-31.5081731,-0.0038461539,-0.139423077,-0.70084615,0.02338462,0.00238462
21076,0,12,-2.87307692,0.52451923,0.93798077,-23.40961538,-0.58605769,0.14519231,-0.65507692,0.32276923,-0.07423077,-3.28221154,0.30673077,-0.19423077,-31.5081731,-0.0038461539,7.92307692,-0.72084615,0.08338462,0.03238462
21097,0,12,-2.31057692,1.46201923,1.93798077,-23.47211538,-0.64855769,0.08269231,-0.46507692,-0.06723077,-0.09423077,-3.84471154,0.05673077,-1.50673077,-31.5081731,-0.0038461539,-0.0769230769,-0.66084615,0.21338462,0.13238462
21118,0,12,-1.06057692,1.96201923,1.56298077,-23.47211538,-0.64855769,0.08269231,-0.43507692,-0.18723077,0.00576923,-4.09471154,0.24423077,-2.38173077,-31.5081731,-0.0038461539,-0.0144230769,-0.72084615,0.10338462,0.01238462
21139,0,13,-0.68557692,3.33701923,0.50048077,-23.47211538,-0.77355769,0.08269231,-0.47507692,-0.31723077,0.00576923,-4.09471154,-0.69326923,-2.81923077,-31.4456731,-0.0038461539,-0.0144230769,-0.62084615,0.00338462,-0.01761538
21161,1,14,0.37692308,3.64951923,-1.06201923,-23.4721154,-0.836057692,0.0201923077,-0.61507692,-0.23723077,0.02576923,-3.71971154,-0.75576923,-1.44423077,-31.38317308,0.05865385,0.04807692,-0.66084615,-0.04661538,-0.01761538
21183,0,15,0.87692308,3.77451923,-3.43701923,-23.40961538,-0.89855769,-0.04230769,-0.64507692,0.10276923,-0.01423077,-3.15721154,-0.50576923,-1.13173077,-31.38317308,0.05865385,0.11057692,-0.70084615,0.00338462,0.05238462
21208,0,14,0.81442308,4.21201923,-3.37451923,-23.34711538,-0.96105769,-0.10480769,-0.55507692,0.08276923,-0.04423077,-3.03221154,-0.69326923,-0.94423077,-31.38317308,0.12115385,0.11057692,-0.68084615,0.00338462,0.02238462
21232,0,11,0.18942308,5.46201923,-3.31201923,-23.22211538,-1.14855769,-0.16730769,-0.45507692,0.04276923,0.05576923,-3.09471154,-0.69326923,-0.94423077,-31.32067308,0.12115385,0.11057692,-0.69084615,0.02338462,0.00238462
21255,0,11,0.18942308,5.52451923,-4.62451923,-23.15961538,-1.21105769,-0.22980769,-0.42507692,-0.04723077,-0.09423077,-3.34471154,-0.75576923,-1.13173077,-31.32067308,0.12115385,0.11057692,-0.66084615,0.01338462,0.00238462
21275,0,11,-0.18557692,6.46201923,-6.18701923,-23.03461538,-1.33605769,-0.22980769,-0.44507692,0.04276923,-0.01423077,-3.15721154,-0.50576923,-1.06923077,-31.32067308,0.12115385,0.17307692,-0.67084615,0.08338462,0.00238462
